customerID,SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_group,charges_per_tenure,total_to_monthly_ratio,avg_monthly_charges
8091-TTVAX,-0.43991649313097614,1.0436161483629645,1.182810854199314,1.5006704790038297,0,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,False,1.179722070991984,-0.4666227003675578,0.9831837760376415,0.5755337570025347
0280-XJGEX,-0.43991649313097614,0.6771328748826912,1.2941512532104444,1.2160043388136705,1,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,1.179722070991984,-0.42383888843993717,0.6558358855653513,0.6482395022087463
5129-JLPIS,-0.43991649313097614,-0.30015585439803716,1.3539759452164248,0.1784165658888543,0,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,0.3660130761828034,-0.19639860872246062,-0.28412254228241285,0.6905831687939703
3655-SNQYZ,-0.43991649313097614,1.4915401492832983,1.611554480242174,2.478128710529918,0,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,1.179722070991984,-0.4761379565047775,1.5161592249591362,0.845924986006783
8191-XWSZG,-0.43991649313097614,0.7992939660427822,-1.4660935640654862,-0.5558083996047153,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,1.179722070991984,-0.6169612068959407,0.6953559570154508,-0.6862607755972846
9959-WOFKT,-0.43991649313097614,1.5729808767233588,1.393859073220412,2.251693748830891,0,True,False,True,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,1.179722070991984,-0.4917210295571211,1.4947053017358938,0.6778262992831703
4190-MFLUW,-0.43991649313097614,-0.9109613101984924,-0.31779183695069496,-0.774164281952812,1,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,-1.2614049134355578,-0.08627366541128198,-0.9304801793805608,-0.21538163860684625
4183-MYFRB,-0.43991649313097614,-0.46303730927815856,0.8404806721650927,-0.18498748699192968,0,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,-0.4476959186263772,-0.19232955821423908,-0.47828222349536076,0.38521197853005595
8779-QRDMV,2.273158691738958,-1.2774445836787656,-0.8346107040023594,-0.9899154337997889,1,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,-1.2614049134355578,1.6114023582036194,-1.2791755293024563,-0.6776718508548053
1680-VDCWW,-0.43991649313097614,-0.8295205827584317,-1.4943441130683104,-0.9181308271079157,0,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,-1.2614049134355578,-0.4870049844278605,-0.9043190114719917,-0.747610068135756
1066-JKSGK,-0.43991649313097614,-1.2774445836787656,-1.4827115340671475,-0.9985242888458623,1,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,-1.2614049134355578,0.4935159205508293,-1.2791755293024563,-0.8374675974138049
3638-WEABW,-0.43991649313097614,1.0436161483629645,-0.1615829189350795,0.5400105518112329,0,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,True,False,False,1.179722070991984,-0.5452294042407527,1.0605989801951425,-0.028926120463581236
6322-HRPFA,-0.43991649313097614,0.6771328748826912,-0.17155370093607614,0.30390718367584674,0,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,1.179722070991984,-0.5249646154152972,0.7075486403875793,-0.028966677054624287
6865-JZNKO,-0.43991649313097614,-0.0965540357978854,-0.31446824295036285,-0.3316912065719389,0,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.3660130761828034,-0.45710363821743655,-0.19389602782595555,-0.1933810361593294
6467-CHFZW,-0.43991649313097614,0.5956921474426305,1.1495749141959914,1.0892334297634156,1,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0.3660130761828034,-0.4243213949792659,0.6247624222657332,0.6189784426176925
8665-UTDHZ,-0.43991649313097614,-1.2774445836787656,-1.1486903370337564,-0.9940874173990399,1,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-1.2614049134355578,1.0696573922641903,-1.2791755293024563,-0.7551113280333974
5248-YGIJN,-0.43991649313097614,1.6137012404433893,0.8471278601657574,1.804563062130219,0,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,1.179722070991984,-0.5198852410010096,1.551196310187214,0.4274220987150885
8773-HHUOZ,-0.43991649313097614,-0.62591876415828,-0.0020504069191315333,-0.5248385954261489,1,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,-0.4476959186263772,-0.24951230139901656,-0.6325629094574541,-0.007303654820255673
3841-NFECX,2.273158691738958,1.5729808767233588,1.0498670941860242,1.9800512611463297,0,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,True,False,False,1.179722070991984,-0.5082026885737968,1.537258410869249,0.5377660103120129
4929-XIHVW,2.273158691738958,-1.2367242199587352,1.0216165451832002,-0.9272253098745368,0,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,-1.2614049134355578,2.9882180476546196,-1.242477875499597,-0.01021730945836836
6827-IEAUQ,-0.43991649313097614,-0.21871512695797646,0.046141706085686136,-0.17988839592617856,0,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,0.3660130761828034,-0.39076091538733915,-0.16711859403235224,0.09458645765294608
7310-EGVHZ,-0.43991649313097614,-1.2774445836787656,-1.481049737066981,-0.9985022148585647,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,-1.2614049134355578,0.49638229603199036,-1.2791755293024563,-0.8370578647303203
3413-BMNZE,2.273158691738958,-1.2774445836787656,-0.6484894399837535,-0.9874431472224551,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.2614049134355578,1.9324364120936515,-1.2791755293024563,-0.6317817903045284
6234-RAAPL,-0.43991649313097614,1.6137012404433893,1.1678546811978192,2.1940585679967946,0,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,1.179722070991984,-0.5047287898266515,1.6331254872830163,0.6254969809092259
6047-YHPVI,-0.43991649313097614,-1.1145631287986442,0.16412929309748078,-0.8675151742344638,1,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,-1.2614049134355578,0.6702757418890911,-1.1348968768375975,-0.13696128621627587
6572-ADKRS,-0.43991649313097614,0.5549717837226001,0.33363258711442517,0.5590824768363802,0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,0.3660130761828034,-0.4791611549605918,0.60991205829722,0.23473309353207186
5380-WJKOV,-0.43991649313097614,0.06632741908223598,1.3822264942192488,0.559501882595035,1,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,0.3660130761828034,-0.3132459327325139,0.037786651664741766,0.6594029618364872
8168-UQWWF,-0.43991649313097614,-0.8702409464784621,1.099721004191008,-0.5194083945509333,1,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,-1.2614049134355578,0.27328273774829254,-0.8602930778965621,0.5071384922215382
8865-TNMNX,-0.43991649313097614,-0.9109613101984924,-0.5055748979694671,-0.79740819057721,0,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,-1.2614049134355578,-0.14516465256968084,-0.9293067231515807,-0.2938268232812643
9489-DEDVP,-0.43991649313097614,1.5322605130033284,0.14751132309581955,1.1436237344647615,0,False,True,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,True,False,False,1.179722070991984,-0.5498851260774249,1.5444457380353718,0.12212057642429607
9867-JCZSP,-0.43991649313097614,-0.62591876415828,-1.462769970065154,-0.82277120198218,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,-0.4476959186263772,-0.5294616400590743,-0.4998741927858541,-0.6217661024860157
4671-VJLCL,-0.43991649313097614,1.247217966963116,0.5014740841312035,1.1388116052338793,0,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,True,False,False,1.179722070991984,-0.5185833470003625,1.1568661326744907,0.2423444774708196
4080-IIARD,-0.43991649313097614,-0.7888002190384014,0.3801629031190768,-0.5741298090617433,0,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,-0.4476959186263772,-0.03758250788714449,-0.7958942734615106,0.14635910887325207
3714-NTNFO,-0.43991649313097614,0.6771328748826912,0.6560212051466532,0.7173088177857488,0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,1.179722070991984,-0.46786641583057015,0.5609315168067455,0.27797227079736997
5948-UJZLF,-0.43991649313097614,-1.2367242199587352,-0.5155456799704636,-0.9645965703694143,0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-1.2614049134355578,1.2206198342720032,-1.239734019588196,-0.4726689315513365
7760-OYPDY,-0.43991649313097614,-1.2367242199587352,0.5280628361338618,-0.9437808003477547,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,-1.2614049134355578,2.420675702384742,-1.2471456175078726,-0.21508365120067555
7639-LIAYI,-0.43991649313097614,0.7992939660427822,0.4981504901308714,0.8546531667515656,0,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False,1.179722070991984,-0.48911004392491053,0.8316455927773104,0.30168976314295715
2954-PIBKO,-0.43991649313097614,1.4915401492832983,-0.020330173920958795,0.8706788815296407,0,False,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,True,False,False,1.179722070991984,-0.5565602628619233,1.3778673850524819,-0.006564835251305489
8012-SOUDQ,2.273158691738958,0.43281069256250915,0.8471278601657574,0.687310269048278,0,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0.3660130761828034,-0.42646031910725346,0.41047424142104827,0.4272840754387715
9420-LOJKX,-0.43991649313097614,-0.7073594915983407,1.141265929195161,-0.3776933961001872,1,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,-0.4476959186263772,0.04851112710058406,-0.7343194147840272,0.4585168804480305
6575-SUVOI,2.273158691738958,-0.30015585439803716,0.1574821050968162,-0.23366062898319062,0,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,0.3660130761828034,-0.35515171229445447,-0.29397552298321944,0.10220703531006398
7495-OOKFY,2.273158691738958,-0.9924020376385531,0.5280628361338618,-0.7278309826150992,1,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,-1.2614049134355578,0.36580296855687827,-1.0004144150776264,0.15067105758992339
4667-QONEA,2.273158691738958,1.125056875803025,0.33529438411459117,0.9599681601485298,0,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,True,False,False,1.179722070991984,-0.5209460509702334,1.1021425020948616,0.19472963543478822
1658-BYGOY,2.273158691738958,-0.5851984004382496,1.0199547481830342,-0.2337047769577859,1,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,-0.4476959186263772,-0.08564278851112218,-0.5729243700234509,0.5091512141754975
8769-KKTPH,-0.43991649313097614,1.247217966963116,1.1595456961969886,1.7788468669284871,0,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,True,False,False,1.179722070991984,-0.4831119504209952,1.2565898697053608,0.613600701146957
5067-XJQFU,2.273158691738958,1.369379058123207,1.4520219682262263,2.116645094544028,0,True,True,True,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False,1.179722070991984,-0.4760462813827788,1.3345425505898205,0.7284022951874782
3957-SQXML,-0.43991649313097614,0.06632741908223598,-1.3231790220511994,-0.612604768921502,0,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,0.3660130761828034,-0.5799007489228057,0.13828344405958282,-0.5838196530406295
5954-BDFSG,-0.43991649313097614,1.6137012404433893,1.42044782522307,2.4598293750601874,0,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False,1.179722070991984,-0.49279210289140574,1.6521674168597025,0.7606526386942879
0434-CSFON,-0.43991649313097614,0.5956921474426305,1.1877962451998125,1.070669206446114,0,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,0.3660130761828034,-0.42157445180981995,0.5854895200056105,0.6046207265005861
1215-FIGMP,-0.43991649313097614,1.125056875803025,0.8354952811645946,1.398953545536378,0,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,1.179722070991984,-0.4926582142545134,1.1466317911881703,0.4618887789252316
0526-SXDJP,-0.43991649313097614,1.6137012404433893,-0.7531826509942192,0.3002429017844411,0,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1.179722070991984,-0.5955104352025999,1.5422739055123842,-0.3375881107860893
0557-ASKVU,-0.43991649313097614,-0.5851984004382496,-0.34438058895335305,-0.5848798408756862,0,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False,-0.4476959186263772,-0.3333579748304044,-0.6041333161677037,-0.17700007651468466
5698-BQJOH,-0.43991649313097614,-0.9516816739185228,0.9850570111795457,-0.6289615935090412,1,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,-1.2614049134355578,0.4207099833293401,-0.9504347764601403,0.40238350281063817
5122-CYFXA,-0.43991649313097614,-1.1960038562387048,0.3502505571160864,-0.8996548997398044,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,-1.2614049134355578,1.4967473389571795,-1.1879820353943802,-0.0024323884721607794
8627-ZYGSZ,-0.43991649313097614,0.5956921474426305,0.46989994112804756,0.6041354849108307,0,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,0.3660130761828034,-0.47316921047071797,0.562249153953031,0.24379988210694728
3410-YOQBQ,-0.43991649313097614,-0.055833672077855064,0.47987072312904416,0.09504311586572828,0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0.3660130761828034,-0.3778622257221147,-0.037187230982281744,0.27639070263911925
3170-NMYVV,-0.43991649313097614,0.7178532386027215,-1.4827115340671475,-0.5964466102196411,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,1.179722070991984,-0.6163334250665484,0.559522957059175,-0.7034368060692201
7410-OIEDU,-0.43991649313097614,-0.9109613101984924,0.5014740841312035,-0.6156730531558716,0,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,-1.2614049134355578,0.17065780953642215,-0.8677852745663042,0.3195057554694322
2273-QCKXA,-0.43991649313097614,-1.2774445836787656,-0.5221928679711283,-0.9857655241878356,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,-1.2614049134355578,2.1502809486618872,-1.2791755293024563,-0.6006421063596978
0731-EBJQB,-0.43991649313097614,0.7992939660427822,-1.4744025490663168,-0.5259202208037324,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,1.179722070991984,-0.6175020324584239,0.8550556397310917,-0.6653257547128255
1891-QRQSA,2.273158691738958,1.2879383306831464,1.5567151792366918,2.1266446107898513,0,True,True,True,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,1.179722070991984,-0.4647795499277813,1.2678764035801253,0.787374635792528
8028-PNXHQ,-0.43991649313097614,1.2064976032430856,-1.3464441800535252,-0.3784880596429018,0,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,1.179722070991984,-0.6175003155518763,1.0699771389736241,-0.6319834047995764
5630-AHZIL,-0.43991649313097614,-1.1960038562387048,-0.00869759491979612,-0.9291015987948348,0,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,-1.2614049134355578,1.1871787869917914,-1.2079688691289288,-0.27572408835639856
2673-CXQEU,2.273158691738958,0.9621754209229036,1.5201556452330371,1.7030447945484464,0,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,True,False,1.179722070991984,-0.43936358034421824,0.9403972752865378,0.7627110506182395
6416-JNVRK,-0.43991649313097614,0.5549717837226001,-0.3028356639492,0.1796527091775211,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,0.3660130761828034,-0.5258769766322796,0.6457107057943458,-0.06496457014524891
5590-ZSKRV,-0.43991649313097614,-0.9924020376385531,-0.33607160395252245,-0.7945164982412213,0,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-1.2614049134355578,0.034577357400495876,-0.9608775222703603,-0.12439615058941426
0191-ZHSKZ,2.273158691738958,-0.0965540357978854,0.3319707901142591,-0.07532391809733362,0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0.3660130761828034,-0.3851668600128153,-0.17084251686031526,0.11362769842069087
3887-PBQAO,-0.43991649313097614,0.5142514200025698,-1.2916048790480432,-0.4703158468010176,0,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0.3660130761828034,-0.5970776375204712,0.5910284583471008,-0.5691283186603812
5919-TMRGD,-0.43991649313097614,-1.2774445836787656,0.48485611412954227,-0.9723886878854755,1,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,-1.2614049134355578,3.8873044902454534,-1.2791755293024563,-0.3523441001680215
8108-UXRQN,-0.43991649313097614,-0.8702409464784621,-0.47233895796614456,-0.7578295313525703,0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,-1.2614049134355578,-0.17864912978142522,-0.8648861809741184,-0.2304486268313486
9191-MYQKX,-0.43991649313097614,-1.0331224013585834,0.34526516611558833,-0.7880488199630175,1,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,-1.2614049134355578,0.41540718868919224,-1.0508720682154244,0.015390983259419923
9919-YLNNG,-0.43991649313097614,0.3920903288424788,1.2974748472107767,0.9030834948825526,0,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0.3660130761828034,-0.38486151468774044,0.3761449925571268,0.6468223988439129
0318-ZOPWS,-0.43991649313097614,0.6771328748826912,-1.4827115340671475,-0.5777057950039584,0,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,1.179722070991984,-0.6154274256007385,0.645224577422668,-0.683539222882305
4445-ZJNMU,-0.43991649313097614,-0.9516816739185228,1.1479131171958254,-0.6018105891329637,0,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,-1.2614049134355578,0.4768909427600956,-0.9434691452600211,0.5031777429478534
4808-YNLEU,-0.43991649313097614,0.10704778280226633,-0.08680205392760396,-0.029343802556382977,0,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,0.3660130761828034,-0.463694247074658,0.13027486852244025,0.006012657392994295
1862-QRWPE,-0.43991649313097614,0.6364125111626608,-1.4660935640654862,-0.5407760142550334,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,0.3660130761828034,-0.6133144973889111,0.7624344735365769,-0.64904909625138
2796-NNUFI,-0.43991649313097614,0.5549717837226001,-1.4893587220678117,-0.5981242332542606,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,0.3660130761828034,-0.6129660018896818,0.5706151806783435,-0.6793020638720739
3016-KSVCP,-0.43991649313097614,-0.13727439951791576,-1.0307027500219619,-0.5618566721242643,0,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.3660130761828034,-0.5326465017048087,-0.10335812118558749,-0.4512262544489751
4767-HZZHQ,-0.43991649313097614,-0.0965540357978854,0.574593152138513,0.12727113732025933,0,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.3660130761828034,-0.3581674522547827,-0.04554711973731121,0.3562423157769353
2424-WVHPL,2.273158691738958,-1.2774445836787656,0.3303089931140931,-0.9744415687041545,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,-1.2614049134355578,3.620731570497481,-1.2791755293024563,-0.39044923973209056
7233-PAHHL,-0.43991649313097614,1.369379058123207,0.6394032351449919,1.5153055325821543,0,True,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,1.179722070991984,-0.5178868070630095,1.4475082985170682,0.39521012314306425
6067-NGCEU,-0.43991649313097614,1.3286586944031769,1.5384354122348645,2.130176448757471,0,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,1.179722070991984,-0.46871764248861186,1.2836233367071082,0.7622405441874438
9848-JQJTX,-0.43991649313097614,1.6137012404433893,1.2010906212011416,2.2855993933200414,0,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,1.179722070991984,-0.5031581731246455,1.6874577194527083,0.6720493490848615
