customerID,SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_group,charges_per_tenure,total_to_monthly_ratio,avg_monthly_charges
4183-MYFRB,0,21,90.05,1862.9,0,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,1,4.093181818181818,20.687395891171573,84.67727272727274
8779-QRDMV,1,1,39.65,39.65,1,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,0,19.825,1.0,19.825
1680-VDCWW,0,12,19.8,202.25,0,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,0,1.5230769230769232,10.214646464646464,15.557692307692308
1066-JKSGK,0,1,20.15,20.15,1,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0,10.075,1.0,10.075
3638-WEABW,0,58,59.9,3505.1,0,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,True,False,False,3,1.0152542372881355,58.51585976627713,59.40847457627118
6322-HRPFA,0,49,59.6,2970.3,0,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,3,1.192,49.83724832214765,59.406000000000006
6865-JZNKO,0,30,55.3,1530.6,0,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2,1.7838709677419353,27.678119349005424,49.37419354838709
6467-CHFZW,0,47,99.35,4749.15,1,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,2,2.0697916666666667,47.802214393558124,98.940625
8665-UTDHZ,0,1,30.2,30.2,1,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,15.1,1.0,15.1
5248-YGIJN,0,72,90.25,6369.45,0,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,3,1.2363013698630136,70.57562326869805,87.2527397260274
8773-HHUOZ,0,17,64.7,1093.1,1,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,1,3.5944444444444446,16.894899536321482,60.727777777777774
3841-NFECX,1,71,96.35,6766.95,0,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,True,False,False,3,1.3381944444444445,70.23300467047224,93.98541666666667
4929-XIHVW,1,2,95.5,181.65,0,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,0,31.833333333333332,1.9020942408376964,60.550000000000004
6827-IEAUQ,0,27,66.15,1874.45,0,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,2,2.3625000000000003,28.33635676492819,66.94464285714285
7310-EGVHZ,0,1,20.2,20.2,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,0,10.1,1.0,10.1
3413-BMNZE,1,1,45.25,45.25,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,22.625,1.0,22.625
6234-RAAPL,0,72,99.9,7251.7,0,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,3,1.3684931506849316,72.58958958958958,99.33835616438355
6047-YHPVI,0,5,69.7,316.9,1,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,11.616666666666667,4.5466284074605445,52.81666666666666
6572-ADKRS,0,46,74.8,3548.3,0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,2,1.5914893617021275,47.43716577540108,75.49574468085106
5380-WJKOV,0,34,106.35,3549.25,1,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,2,3.0385714285714283,33.37329572167372,101.40714285714286
8168-UQWWF,0,11,97.85,1105.4,1,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,0,8.154166666666667,11.29688298415943,92.11666666666667
8865-TNMNX,0,10,49.55,475.7,0,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,4.504545454545454,9.600403632694249,43.24545454545454
9489-DEDVP,0,70,69.2,4872.35,0,False,True,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,True,False,False,3,0.9746478873239437,70.40968208092485,68.62464788732395
9867-JCZSP,0,17,20.75,418.25,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,1,1.1527777777777777,20.156626506024097,23.23611111111111
4671-VJLCL,0,63,79.85,4861.45,0,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,True,False,False,3,1.24765625,60.882279273638076,75.96015625
4080-IIARD,0,13,76.2,981.45,0,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,1,5.442857142857143,12.87992125984252,70.10357142857143
3714-NTNFO,0,49,84.5,3906.7,0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,3,1.69,46.233136094674556,78.134
5948-UJZLF,0,2,49.25,97.0,0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,16.416666666666668,1.9695431472081217,32.333333333333336
7760-OYPDY,0,2,80.65,144.15,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0,26.883333333333336,1.78735275883447,48.050000000000004
7639-LIAYI,0,52,79.75,4217.8,0,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False,3,1.5047169811320755,52.88777429467085,79.5811320754717
2954-PIBKO,0,69,64.15,4254.1,0,False,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,True,False,False,3,0.9164285714285715,66.3148869836321,60.77285714285715
8012-SOUDQ,1,43,90.25,3838.75,0,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,2,2.0511363636363638,42.53462603878116,87.24431818181819
9420-LOJKX,0,15,99.1,1426.4,1,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,1,6.19375,14.39354187689203,89.15
6575-SUVOI,1,25,69.5,1752.65,0,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,2,2.673076923076923,25.21798561151079,67.40961538461539
7495-OOKFY,1,8,80.65,633.3,1,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,8.961111111111112,7.852448853068815,70.36666666666666
4667-QONEA,1,60,74.85,4456.35,0,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,True,False,False,3,1.2270491803278687,59.537074148296604,73.05491803278689
1658-BYGOY,1,18,95.45,1752.55,1,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,1,5.023684210526316,18.36092194866422,92.23947368421052
8769-KKTPH,0,63,99.65,6311.2,0,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,True,False,False,3,1.55703125,63.333667837431,98.6125
5067-XJQFU,1,66,108.45,7076.35,0,True,True,True,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False,3,1.6186567164179104,65.2498847395113,105.61716417910448
3957-SQXML,0,34,24.95,894.3,0,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,2,0.7128571428571429,35.8436873747495,25.55142857142857
5954-BDFSG,0,72,107.5,7853.7,0,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False,3,1.4726027397260273,73.05767441860465,107.58493150684932
0434-CSFON,0,47,100.5,4707.1,0,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,2,2.09375,46.83681592039802,98.06458333333335
1215-FIGMP,0,60,89.9,5450.7,0,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,3,1.4737704918032788,60.63070077864293,89.35573770491803
0526-SXDJP,0,72,42.1,2962.0,0,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,3,0.5767123287671233,70.3562945368171,40.57534246575342
0557-ASKVU,0,18,54.4,957.1,0,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False,1,2.863157894736842,17.59375,50.373684210526314
5698-BQJOH,0,9,94.4,857.25,1,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,0,9.440000000000001,9.08103813559322,85.725
5122-CYFXA,0,3,75.3,244.1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,0,18.825,3.2416998671978754,61.025
8627-ZYGSZ,0,47,78.9,3650.35,0,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,2,1.64375,46.265525982256015,76.04895833333333
3410-YOQBQ,0,31,79.2,2497.2,0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,2,2.475,31.530303030303028,78.0375
3170-NMYVV,0,50,20.15,930.9,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,3,0.39509803921568626,46.198511166253105,18.25294117647059
7410-OIEDU,0,10,79.85,887.35,0,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,0,7.259090909090909,11.112711333750784,80.66818181818182
2273-QCKXA,0,1,49.05,49.05,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,24.525,1.0,24.525
0731-EBJQB,0,52,20.4,1090.65,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,3,0.38490566037735846,53.46323529411765,20.578301886792456
1891-QRQSA,1,64,111.6,7099.0,0,True,True,True,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,3,1.7169230769230768,63.611111111111114,109.21538461538462
8028-PNXHQ,0,62,24.25,1424.6,0,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,3,0.38492063492063494,58.74639175257732,22.61269841269841
5630-AHZIL,0,3,64.5,177.4,0,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,0,16.125,2.750387596899225,44.35
2673-CXQEU,1,56,110.5,6139.5,0,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,True,False,3,1.9385964912280702,55.56108597285068,107.71052631578948
6416-JNVRK,0,46,55.65,2688.85,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,2,1.1840425531914893,48.31716082659479,57.2095744680851
5590-ZSKRV,0,8,54.65,482.25,0,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,6.072222222222222,8.82433668801464,53.583333333333336
0191-ZHSKZ,1,30,74.75,2111.3,0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,2,2.411290322580645,28.24481605351171,68.10645161290323
3887-PBQAO,0,45,25.9,1216.6,0,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,2,0.5630434782608695,46.972972972972975,26.44782608695652
5919-TMRGD,0,1,79.35,79.35,1,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0,39.675,1.0,39.675
8108-UXRQN,0,11,50.55,565.35,0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,0,4.2124999999999995,11.183976261127597,47.112500000000004
9191-MYQKX,0,7,75.15,496.9,1,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0,9.39375,6.612109115103126,62.1125
9919-YLNNG,0,42,103.8,4327.5,0,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,2,2.413953488372093,41.690751445086704,100.63953488372093
0318-ZOPWS,0,49,20.15,973.35,0,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,3,0.40299999999999997,48.30521091811415,19.467
4445-ZJNMU,0,9,99.3,918.75,0,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,0,9.93,9.25226586102719,91.875
4808-YNLEU,0,35,62.15,2215.45,0,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,2,1.7263888888888888,35.646822204344325,61.540277777777774
1862-QRWPE,0,48,20.65,1057.0,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,2,0.4214285714285714,51.186440677966104,21.571428571428573
2796-NNUFI,0,46,19.95,927.1,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,2,0.42446808510638295,46.471177944862156,19.72553191489362
3016-KSVCP,0,29,33.75,1009.25,0,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,2,1.125,29.903703703703705,33.641666666666666
4767-HZZHQ,0,30,82.05,2570.2,0,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2,2.646774193548387,31.32480195003047,82.90967741935484
2424-WVHPL,1,1,74.7,74.7,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0,37.35,1.0,37.35
7233-PAHHL,0,66,84.0,5714.25,0,True,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,3,1.2537313432835822,68.02678571428571,85.28731343283582
6067-NGCEU,0,65,111.05,7107.0,0,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,3,1.6825757575757576,63.9981990094552,107.68181818181819
9848-JQJTX,0,72,100.9,7459.05,0,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,3,1.382191780821918,73.92517343904856,102.17876712328767
8637-XJIVR,0,12,78.95,927.35,1,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,6.073076923076924,11.746041798606713,71.33461538461539
9803-FTJCG,0,71,66.85,4748.7,0,True,True,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,3,0.9284722222222221,71.03515332834705,65.95416666666667
0278-YXOOG,0,5,21.05,113.85,1,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0,3.5083333333333333,5.40855106888361,18.974999999999998
3212-KXOCR,0,52,21.0,1107.2,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,3,0.39622641509433965,52.72380952380953,20.89056603773585
4598-XLKNJ,1,25,98.5,2514.5,1,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,2,3.7884615384615383,25.527918781725887,96.71153846153847
6380-ARCEH,0,1,20.2,20.2,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0,10.1,1.0,10.1
3679-XASPY,0,1,19.45,19.45,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,0,9.725,1.0,9.725
7123-WQUHX,0,38,95.0,3605.6,0,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,2,2.4358974358974357,37.95368421052631,92.45128205128205
5386-THSLQ,1,66,45.55,3027.25,0,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,3,0.6798507462686567,66.45993413830955,45.18283582089552
3192-NQECA,0,68,110.0,7611.85,1,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,3,1.5942028985507246,69.19863636363637,110.31666666666668
6180-YBIQI,0,5,24.3,100.2,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,4.05,4.1234567901234565,16.7
6728-DKUCO,0,72,104.15,7303.05,0,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False,3,1.4267123287671233,70.12049927988478,100.04178082191781
9750-BOOHV,0,32,30.15,927.65,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,2,0.9136363636363636,30.76782752902156,28.11060606060606
8597-CWYHH,0,43,94.35,3921.3,0,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,2,2.1443181818181816,41.56120826709063,89.12045454545455
2848-YXSMW,0,72,19.4,1363.25,0,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,3,0.2657534246575342,70.27061855670104,18.674657534246574
0486-HECZI,0,55,96.75,5238.9,1,True,True,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,3,1.7276785714285714,54.14883720930232,93.55178571428571
4549-ZDQYY,0,52,57.95,3042.25,0,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,3,1.0933962264150945,52.49784296807592,57.40094339622642
5712-AHQNN,0,43,91.65,3954.1,0,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,2,2.0829545454545455,43.14348063284233,89.86590909090908
4846-WHAFZ,1,37,76.5,2868.15,1,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,2,2.013157894736842,37.4921568627451,75.47763157894737
5256-SKJGO,0,64,54.6,3423.5,0,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,3,0.84,62.7014652014652,52.66923076923077
3071-VBYPO,0,3,89.85,248.4,0,True,True,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0,22.4625,2.7646076794657763,62.1
9560-BBZXK,0,36,31.05,1126.35,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2,0.8391891891891892,36.27536231884058,30.44189189189189
5299-RULOA,0,10,100.25,1064.65,1,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0,9.113636363636363,10.61995012468828,96.78636363636365
8402-OOOHJ,0,41,20.65,835.15,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,2,0.49166666666666664,40.44309927360775,19.88452380952381
9445-ZUEQE,0,27,85.2,2151.6,0,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,2,3.042857142857143,25.25352112676056,76.84285714285714
1091-SOZGA,0,56,99.8,5515.45,0,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,True,False,False,3,1.750877192982456,55.26503006012024,96.76228070175438
2928-HLDBA,0,6,20.7,112.75,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0,2.957142857142857,5.446859903381642,16.107142857142858
0404-SWRVG,0,3,74.4,229.55,1,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,18.6,3.0853494623655915,57.3875
6497-TILVL,0,7,50.7,350.35,0,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,6.3375,6.910256410256411,43.79375
7219-TLZHO,0,4,20.85,62.9,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0,4.17,3.016786570743405,12.58
4622-YNKIJ,0,33,88.95,3027.65,0,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,2,2.6161764705882353,34.03766160764474,89.0485294117647
4412-YLTKF,1,27,78.05,2135.5,1,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,2,2.7875,27.360666239590007,76.26785714285714
6734-PSBAW,0,72,23.55,1723.95,0,True,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,3,0.32260273972602743,73.20382165605095,23.615753424657534
3930-ZGWVE,0,1,19.75,19.75,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0,9.875,1.0,9.875
2639-UGMAZ,1,71,56.45,3985.35,0,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False,3,0.7840277777777778,70.59964570416297,55.35208333333333
2876-GZYZC,0,13,85.95,1215.65,0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,1,6.139285714285714,14.14368819080861,86.83214285714287
6207-WIOLX,0,25,58.6,1502.65,1,False,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,2,2.253846153846154,25.642491467576793,57.79423076923077
